race,clan,gender,forename,surname,full_name,age,education,socio_economic_rank,disabilities,base_openness,base_conscientiousness,base_extraversion,base_agreeableness,base_neuroticism,refined_openness,refined_conscientiousness,refined_extraversion,refined_agreeableness,refined_neuroticism,motivation_academic_drive,motivation_values_based_motivation,motivation_career_focus,motivation_cultural_experience,motivation_personal_growth,motivation_social_connection,motivation_intellectual_curiosity,motivation_practical_skills,student_id,program_code,program_name,faculty,department,year1_modules,num_year1_modules,clan_affinity,selection_probability
Dwarf,granite,male,Hrogar,Ironroot,Hrogar Ironroot,22,academic,5,"dyslexia,communication_difficulties",0.5610987103662283,0.9163792157987978,0.4251968504167477,0.6670927593323692,0.3415301453449471,0.6610987103662282,1.0,0.2751968504167477,0.6670927593323692,0.4915301453449471,0.60092116048672,0.6321722133097678,0.8614610925734122,0.4103219767602508,0.5835375044182295,0.4610178061912664,0.4701981566224881,0.8303136171055578,453,1.1.2,Mutual Aid and Guild Governance,Faculty of Applied Forging,Community Labour & Cooperative Innovation,"History of Mutual Aid and Guild Traditions,Foundations of Self-Governance",2,0.1,0.1682632793553128
Dwarf,malachite,female,Grelka,Filigree,Grelka Filigree,18,academic,4,communication_difficulties,0.6357471136621394,0.7612347614234141,0.4300429863215053,0.8422496194969982,0.2405719483954168,0.8357471136621394,0.811234761423414,0.3800429863215053,0.8422496194969982,0.3905719483954168,0.843225222957936,0.9641532992395369,0.6921228739088676,0.6415656627100154,0.8173957286235553,0.7046055952330609,0.7629886922762825,0.9459383086540571,454,4.3.41,Wisdom Traditions and Moral Craft,Faculty of Living Lore,Philosophy and Ethics,"The Loom of Lore: Threads from Ancients and Elders,Tales That Teach: Fable, Parable, and Prophecy",2,0.8,0.8363735485387837
Elf,rowan,female,Elowen,Windpoem,Elowen Windpoem,18,vocational,3,,0.804448083174564,0.7592347388589156,0.6328991488900325,0.7797193210515453,0.252899256130412,0.904448083174564,0.8092347388589155,0.7328991488900325,0.7797193210515453,0.302899256130412,0.8116505791363925,0.7913301470040774,0.7022105765885084,0.9705869981588592,0.7633377215123651,0.8412725256267363,0.9249533620880216,0.4553464033939689,455,2.1.15,Radical Mentorship,Faculty of Hearth and Transformation,"Education, Eldership, and Mentoring","The Mentor’s Role: Presence, Power, and Practice,Foundations in Relational Learning",2,0.05,0.06558252895681962
Elf,holly,female,Solenya,Songindex,Solenya Songindex,18,academic,2,no_known_disabilities,0.6340953783935049,0.8761960733619316,0.5552417873902347,0.8863135800662679,0.3632907869135098,0.9340953783935048,0.9261960733619315,0.7552417873902346,0.8863135800662679,0.3132907869135098,0.7764691268247721,0.7603424295611564,0.6711678757779466,0.7172032933163202,0.9337094256848212,0.7683877728610982,0.8087607472879567,0.6294824316743047,456,2.4.25,Timekeeping in Plural Cultures,Faculty of Hearth and Transformation,"Rites, Rest, and Renewal","Time as Construct: Clocks, Moons, and Memory,Rhythms of the Body, Land, and Cosmos",2,0.2,0.21382345634123862
Dwarf,alabaster,female,Enia,Greyfold,Enia Greyfold,18,academic,1,no_known_disabilities,0.6564002257150203,0.5831544094023864,0.2630848378096145,0.6263268167309988,0.4467178035770037,0.9564002257150204,0.6331544094023863,0.4630848378096145,0.6263268167309988,0.3967178035770036,0.6589309597608513,0.7441002228331094,0.5912555251555704,0.8423227772459371,0.6811906632946093,0.7055927686237493,0.6695855253714807,0.6935863732618802,457,1.4.10,Logic & Leverage (Systems Engineering),Faculty of Applied Forging,Mechanics and Engineering,"Foundations of Systems Thinking,Logic and Pattern Recognition,Machines, Mechanisms, and Leverage",3,0.05,0.057946547988042565
Dwarf,malachite,male,Jorvik,Grindsoul,Jorvik Grindsoul,18,academic,4,"autistic_spectrum,adhd",0.858210609762645,0.7244024995574269,0.4721336691027727,0.7219614941661039,0.4597524426259826,1.0,0.7244024995574267,0.4721336691027727,0.7219614941661039,0.6097524426259827,0.7975992304133541,0.9088448488265114,0.598951861859292,0.6520758688258822,0.9487995466827344,0.7059214144563914,0.844726151096922,0.9656328556813508,458,2.1.16,Listening Circles Facilitation,Faculty of Hearth and Transformation,"Education, Eldership, and Mentoring","Deep Listening: Practices from Many Traditions,Circle Structures: Time, Space, and Agreement",2,0.05,0.06487996152066772
Dwarf,bismuth,male,Marn,Varnishcoil,Marn Varnishcoil,18,vocational,1,no_known_disabilities,0.854369489034489,0.4455718152966819,0.5979511518411668,0.6747867074534739,0.4950787009846709,1.0,0.4955718152966819,0.7979511518411667,0.6747867074534739,0.4450787009846709,0.8609631505688933,0.6362562928974361,0.6860497002612237,0.9482338226081238,0.7966531803834087,0.764037409509059,0.943405059434941,0.4458240032655601,459,3.3.31,Knowledge System Prototyping,Faculty of Integrative Inquiry,Transdisciplinary Design and Praxis,"Foundations of Systems and Frameworks,Mapping Knowledge: Visualisation and Vocabulary",2,0.95,0.9680481575284446
Dwarf,malachite,neuter,Zellin,Sparkclasp,Zellin Sparkclasp,18,academic,8,no_known_disabilities,0.8760900811718244,0.8122849221148477,0.5609291190368476,0.8226277777674733,0.4088437774815623,1.0,0.8622849221148476,0.6109291190368475,0.8226277777674733,0.5588437774815623,0.8126000172558512,0.9303385362492412,0.5333321203756577,0.7762668399960899,0.9362449518357796,0.7811654694352549,0.7635347073315967,0.9852369740223448,460,1.1.3,Pedagogies of the Hand,Faculty of Applied Forging,Community Labour & Cooperative Innovation,"Learning Through Making: Foundations,Embodied Knowledge and Apprenticeship Models",2,0.95,0.9656300008627925
Elf,palm,male,Drenel,Shellmantle,Drenel Shellmantle,18,academic,6,mental_health_disability,0.6064917974835491,0.4699441910854259,0.8893263988337188,0.7758331607694405,0.5348207131080576,0.7064917974835491,0.4199441910854259,0.7893263988337188,0.7758331607694405,0.8848207131080577,0.5019344577665058,0.7812589891323736,0.5368917164750789,0.8466060421370973,0.8618305136136866,0.887982151991718,0.6751827778019837,0.4930080731510663,461,2.3.23,Hospitality as Praxis,Faculty of Hearth and Transformation,Hospitality and Conflict Holding,"Histories and Futures of Hospitality,The Host as Educator and Healer",2,0.75,0.7500967228883253
Elf,yew,male,Thendrel,Barkscroll,Thendrel Barkscroll,18,academic,4,no_known_disabilities,0.6465931691296276,0.861051370460173,0.6754575319689202,0.4144007451366852,0.529557060894309,0.8465931691296276,0.9110513704601728,0.7754575319689202,0.4144007451366852,0.579557060894309,0.7769768950303466,0.6889455885946686,0.7286564736109427,0.7452708348215694,0.803067073634067,0.7436430363948124,0.8006509007040266,0.6012579941112836,462,4.2.38,Folkloric Transmission and Archiving,Faculty of Living Lore,Oral Histories and Memorycraft,"Introduction to Folklore: Forms, Functions, Foundations,Modes of Transmission: Voice, Object, Movement",2,0.05,0.06384884475151734
Elf,ash,neuter,Talien,Flameborn,Talien Flameborn,18,vocational,7,no_known_disabilities,0.8707567617048879,0.7487396088945195,0.7150329364502679,0.4097735147176524,0.5120561254721084,0.9207567617048878,0.7987396088945194,0.7650329364502678,0.4097735147176524,0.6620561254721085,0.7608859365962996,0.762023424140579,0.6504681620152938,0.7617434371295816,0.895510402484615,0.5637572200938826,0.6570468524437583,0.6966353762831905,463,1.1.1,Distributed Workshop Economies,Faculty of Applied Forging,Community Labour & Cooperative Innovation,"Introduction to Cooperative Crafting,Material Cultures and Local Economies,Tools, Skills, and Guild Technologies",3,0.05,0.06304429682981498
Dwarf,slate,female,Delra,Gridforge,Delra Gridforge,18,vocational,1,adhd,0.5448452483051234,0.7889218474735935,0.2966337787907414,0.6059259681992926,0.4647599192978465,0.8448452483051233,0.6889218474735934,0.5966337787907414,0.6059259681992926,0.5147599192978466,0.7290895334137155,0.4174690687648204,0.8681376633466809,0.3866070245199435,0.6887659734632777,0.4888085892240182,0.6717481470425359,0.8700067081496924,464,3.2.30,Pedagogies for Uncertain Times,Faculty of Integrative Inquiry,Learning Futures,"Learning in Crisis: Adaptive Theories of Change,Uncertainty as Curriculum: Improvisation, Reflection, and Risk",2,0.75,0.7614544766706858
Dwarf,sandstone,neuter,Remi,Cobblecloak,Remi Cobblecloak,18,vocational,8,,0.8981310127033089,0.6478475227698458,0.7718598011900558,0.6499260556567358,0.4683006826275588,0.9481310127033088,0.6978475227698457,0.8218598011900557,0.6499260556567358,0.6183006826275589,0.5426488577110443,0.7455372934768083,0.6152034875120627,0.797742183626759,0.8212637259388504,0.8008356990987542,0.7223090799737902,0.7215052169159079,465,2.1.16,Listening Circles Facilitation,Faculty of Hearth and Transformation,"Education, Eldership, and Mentoring","Deep Listening: Practices from Many Traditions,Circle Structures: Time, Space, and Agreement",2,0.85,0.8521324428855522
Dwarf,slate,male,Jorel,Scalejoint,Jorel Scalejoint,18,no_qualifications,3,,0.6166912987988615,0.9037684976706524,0.456065068387495,0.4231815178801531,0.5029801471217212,0.6666912987988615,0.8537684976706523,0.556065068387495,0.4231815178801531,0.6029801471217213,0.7886769145268666,0.622073842999118,0.7314302196153103,0.4630830435544966,0.5725087761903159,0.3932107369709697,0.7501068282658426,0.9694736085495316,466,4.3.41,Wisdom Traditions and Moral Craft,Faculty of Living Lore,Philosophy and Ethics,"The Loom of Lore: Threads from Ancients and Elders,Tales That Teach: Fable, Parable, and Prophecy",2,0.1,0.13757686768787436
Elf,rowan,female,Lyselle,Fogwhisper,Lyselle Fogwhisper,18,academic,2,no_known_disabilities,0.9036636126485126,0.5870152136887326,0.897424513861141,0.904092547278335,0.4123941504149263,1.0,0.6370152136887325,1.0,0.904092547278335,0.3623941504149263,0.9120611353780264,0.7978692147351865,0.6463136687437824,0.9645647023415568,0.8477872233752622,0.9498652965718062,0.8242726037960139,0.6970469538969081,467,4.2.37,Storyweaving & Community Histories,Faculty of Living Lore,Oral Histories and Memorycraft,"Oral Histories: Ethics, Skills, and Power Dynamics,The Storyweaver’s Craft: Listening, Shaping, Returning",2,0.95,0.99
Elf,yew,male,Corviel,Oathbarrow,Corviel Oathbarrow,18,academic,6,,0.7300017456008462,0.9346989774382144,0.5281989477922023,0.5322470377491497,0.4411222858400428,0.930001745600846,0.95,0.6281989477922023,0.5322470377491497,0.4911222858400428,0.733747072511721,0.7351681683029002,0.9144378438228028,0.5794138360566619,0.7394554664574003,0.5277037157777997,0.7429092592248278,0.6206778231462714,468,4.4.44,Narrative Governance and Institution Building,Faculty of Living Lore,Political Myth and Governance,"Institutions as Stories: Memory, Myth, Mechanism,Governance Through Narrative Form",2,0.9,0.9566873536255861
Elf,holly,male,Halion,Candletome,Halion Candletome,18,academic,7,no_known_disabilities,0.6866553369994894,0.751972013815786,0.4189691150391242,0.6333649725006646,0.3095525233644293,0.8366553369994894,0.801972013815786,0.4689691150391243,0.6333649725006646,0.4595525233644293,0.8869805871508882,0.8505109882963545,0.651294186533142,0.7426409058177439,0.8463812022552587,0.7440364125651633,0.787666029924188,0.6360277411386653,469,2.2.18,Herbal Practice and Energy Work,Faculty of Hearth and Transformation,Healing and Embodied Knowledge,"Plant Allies: Identification, Ethics, and Harvesting,Introduction to Energy Work: Hands, Breath, Field",2,0.05,0.08447844801085862
Elf,holly,female,Neria,Inkweaver,Neria Inkweaver,18,academic,6,no_known_disabilities,0.7285027170970096,0.8328495767490804,0.3820752803443112,0.878036634934328,0.4470690244385805,0.9285027170970096,0.8828495767490804,0.4820752803443112,0.878036634934328,0.4970690244385805,0.9181563968047808,0.7710165523738208,0.6517816439071219,0.6828561098381074,0.8260000822161342,0.706330904909351,0.8583115553476506,0.7190383589408547,470,3.2.30,Pedagogies for Uncertain Times,Faculty of Integrative Inquiry,Learning Futures,"Learning in Crisis: Adaptive Theories of Change,Uncertainty as Curriculum: Improvisation, Reflection, and Risk",2,0.75,0.770907819840239
Elf,baobab,male,Aerion,Crownweaver,Aerion Crownweaver,18,vocational,5,no_known_disabilities,0.7322571475142975,0.8360057628146225,0.6187309850784628,0.3755724796102264,0.3185877493852015,0.8322571475142975,0.8860057628146224,0.7187309850784628,0.3755724796102264,0.3685877493852015,0.8024698060258164,0.6697742742758324,0.941263332757804,0.5051841020477693,0.7505543172405567,0.6048361283460918,0.6973586599959998,0.6026061407345473,471,1.2.6,Brewcraft and Fermentation Systems,Faculty of Applied Forging,Food and Sustenance Technologies,"The Alchemy of Fermentation,Yeasts, Bacteria, and Microbial Worlds",2,0.05,0.10924982357707123
Dwarf,bismuth,male,Ossel,Inkspill,Ossel Inkspill,18,no_qualifications,4,,0.8896046112440826,0.4481120395315579,0.5868134302615784,0.6843874348038247,0.5648660119859192,0.9396046112440826,0.3981120395315579,0.6868134302615784,0.6843874348038247,0.6648660119859193,0.932296593116086,0.5511978733079864,0.5333543415119786,0.9408995459828604,0.7905021012021825,0.5291168372837781,0.9629270623786412,0.5685762952538588,472,4.2.38,Folkloric Transmission and Archiving,Faculty of Living Lore,Oral Histories and Memorycraft,"Introduction to Folklore: Forms, Functions, Foundations,Modes of Transmission: Voice, Object, Movement",2,0.75,0.7716148296558043
Dwarf,alabaster,male,Kallin,Hearthbind,Kallin Hearthbind,18,vocational,3,mental_health_disability,0.721465040040896,0.6205235616274936,0.2212723766995525,0.8302520086186093,0.4213758055964095,0.721465040040896,0.5705235616274935,0.1212723766995525,0.8302520086186093,0.7713758055964095,0.6926822445612197,0.8137599323866664,0.6173245457753984,0.7785488106722712,0.7554977162655651,0.6564437568888017,0.7779875269518663,0.5993437533993906,473,2.3.23,Hospitality as Praxis,Faculty of Hearth and Transformation,Hospitality and Conflict Holding,"Histories and Futures of Hospitality,The Host as Educator and Healer",2,0.95,0.9596341122280609
Dwarf,granite,male,Bronrik,Hearthstone,Bronrik Hearthstone,18,vocational,1,no_known_disabilities,0.4853919140541922,0.8998066563727262,0.688821073419177,0.4459444250991272,0.4957320995592656,0.6853919140541922,0.949806656372726,0.8888210734191769,0.4459444250991272,0.4457320995592655,0.660354986154094,0.7767694842148234,0.79188413249264,0.368598780617726,0.5883983883426717,0.6075665765795354,0.7013371143372451,0.747437211614496,474,4.4.44,Narrative Governance and Institution Building,Faculty of Living Lore,Political Myth and Governance,"Institutions as Stories: Memory, Myth, Mechanism,Governance Through Narrative Form",2,0.9,0.9529984149449773
Dwarf,granite,male,Hrolf,Pikehold,Hrolf Pikehold,18,academic,4,,0.4309462047923121,0.8375819088396692,0.5003338560634975,0.5024644350769529,0.4877971713524641,0.6309462047923121,0.8875819088396691,0.6003338560634974,0.5024644350769529,0.5377971713524641,0.481073097958919,0.7644621589970654,0.8965556429563324,0.3885163731479811,0.547132770936662,0.4260583871867029,0.5955839046018003,0.7818288333840081,475,1.3.9,Artefact Restoration,Faculty of Applied Forging,Forge Arts and Metallurgy,"Reading the Object: Material Histories and Markings,Principles of Conservation and Ethical Restoration",2,0.05,0.049053654897945956
Dwarf,obsidian,female,Neris,Umbraflame,Neris Umbraflame,18,academic,3,,0.7693307354902694,0.6615841069859102,0.4092671801179511,0.5950468662215482,0.5585033958583521,0.9693307354902694,0.7115841069859101,0.5092671801179511,0.5950468662215482,0.6085033958583521,0.8312835950294492,0.7529375898134433,0.5493541613441296,0.7682446253743443,0.8978079122053757,0.4904439945727593,0.8531407029039852,0.3309389423140252,476,4.4.43,Conflict Transformation through Cultural Design,Faculty of Living Lore,Political Myth and Governance,"Conflict as Pattern: Myths of Harmony and Rupture,Design Principles for Holding Heat",2,0.05,0.1134972533004994
Dwarf,alabaster,male,Darel,Mosshearth,Darel Mosshearth,18,academic,3,mental_health_disability,0.5473839117265304,0.7712491051868225,0.269190393698424,0.6874206798864735,0.6552718966453,0.6473839117265304,0.7212491051868225,0.169190393698424,0.6874206798864735,1.0,0.7524049822588657,0.8257230248266063,0.5488663666575435,0.7704871968579864,0.6483141713892223,0.5688522927078788,0.6294016815968061,0.4891363418668929,477,2.4.25,Timekeeping in Plural Cultures,Faculty of Hearth and Transformation,"Rites, Rest, and Renewal","Time as Construct: Clocks, Moons, and Memory,Rhythms of the Body, Land, and Cosmos",2,0.8,0.8126202491129433
Dwarf,malachite,male,Frunn,Deepforge,Frunn Deepforge,18,academic,6,no_known_disabilities,0.7045773451129749,0.823379246681193,0.5249792442081829,0.6399012062962973,0.2490367575001725,0.9045773451129748,0.8733792466811929,0.6249792442081828,0.6399012062962973,0.2990367575001725,0.7484466493426333,0.9078555328919236,0.5680733364036368,0.6954374966444496,0.9318529724533596,0.7048525852830766,0.7463429478114353,0.8883143319405903,478,1.2.4,Earth-Aligned Agriculture,Faculty of Applied Forging,Food and Sustenance Technologies,"Foundations of Permaculture and Ecological Design,Soil as System: Chemistry, Life, and Lore,Agroecology in Practice",3,0.9,0.9124223324671317
